駅名,利用者数
西羽生,308
西聖和,0
西脇市,1644
西舞子,1858
西舞鶴,2842
西船橋,415109
西若松,0
西荻窪,91556
西葛西,105321
西藤原,176
西衣山,1272
西袋,0
西観音町,1227
西調布,17610
西諫早,2208
西谷,24551
西辛島町,409
西那須野,7554
西郷,121
西都城,832
西里,1842
西野尻,42
西金,0
西金沢,6064
西鈴蘭台,6120
西鉄中島,861
西鉄久留米,33854
西鉄二日市,21243
西鉄五条,5748
西鉄千早,6296
西鉄小郡,10890
西鉄平尾,13580
西鉄新宮,1428
西鉄柳川,11221
西鉄渡瀬,347
西鉄福岡（天神）,136277
西鉄銀水,674
西鉄香椎,4108
西鎌倉,5289
西長堀,25856
西長田ゆりの里,328
西阿知,6370
西院,40522
西青山,12
西頴娃,0
西飾磨,1953
西馬込,49538
西高屋,9898
西高岡,1186
西高島平,13606
西高蔵,6594
西高須,560
西魚津,153
西鯖江,287
西鷹巣,5
西鹿島,3416
西麻植,260
西黒崎,151
要田,0
要町,41969
見奈良,645
見晴台,1
見沼代親水公園,13719
見老津,22
見能林,590
見附,4314
覚王山,19298
親不知,26
親鼻,381
観光通,2400
観月橋,4212
観音,67
観音寺,3218
観音町,1252
角の浜,0
角川,36
角田,1054
角茂谷,10
角館,1090
計石,6
計算科学センター,4535
試験場前,3115
詫間,1778
誉田,14056
誕生寺,94
読売ランド前,36082
調川,118
調布,130065
諏訪,0
諏訪ノ平,71
諏訪ノ森,7742
諏訪川原,77
諏訪町,4571
諏訪神社,2700
諫早,10268
諫早東高校,249
諫早（雲仙・島原口）,2066
諸寄,84
警察署前,1026
護国寺,43428
讃岐塩屋,692
讃岐府中,646
讃岐津田,1010
讃岐牟礼,502
讃岐白鳥,388
讃岐相生,28
讃岐財田,30
谷上,25964
谷之口,0
谷保,20884
谷在家,10870
谷地頭,459
谷塚,38681
谷山,5619
谷峨,218
谷川,840
谷村町,550
谷汲口,23
谷河原,0
谷津,11033
谷浜,34
谷田川,0
谷町九丁目,73499
谷町六丁目,33034
谷町四丁目,92434
谷頭,0
豊ヶ岡,0
豊中,47483
豊前善光寺,0
豊前大熊,61
豊前川崎,0
豊前松江,0
豊前桝田,0
豊前長洲,0
豊原,0
豊四季,15656
豊実,0
豊富,0
豊岡,3434
豊島,426
豊島園,14261
豊川,6625
豊川稲荷,5239
豊幌,0
豊平公園,11140
豊後三芳,0
豊後中川,0
豊後中村,0
豊後国分,670
豊後森,0
豊後清川,0
豊後竹田,748
豊後荻,0
豊後豊岡,746
豊明,5144
豊春,13398
豊栄,7356
豊橋,92851
豊橋公園前,264
豊水すすきの,16504
豊永,8
豊沼,0
豊津,13167
豊津上野,1231
豊洲,227843
豊浜,474
豊浦,0
豊清水,0
豊田,70664
豊田市,36470
豊田本町,5036
豊田町,5701
豊科,1948
豊郷,140
豊野,4419
豊間根,100
豊頃,0
象山口,0
象潟,382
豪徳寺,28656
豪渓,262
貝塚,22249
貝塚市役所前,232
貝津,1228
貝田,0
貞光,982
財光寺,0
財部,0
貴志,1276
貴生川,9331
貴船口,703
貿易センター,3515
賀来,1094
賀田,72
賀茂,6222
資生館小学校前,687
賢島,1125
贄川,216
赤,40
赤井,0
赤井川,0
赤倉温泉,0
赤十字前,274
赤十字病院前,1486
赤土小学校前,5216
赤坂,96839
赤坂上,202
赤坂田,0
赤坂見附,121665
赤城,1940
赤堀,443
赤塚,12554
赤岩,0
赤岩口,1378
赤嶺,4841
赤川,0
赤平,0
赤星,228
赤木,117
赤水,0
赤池,27897
赤渕,0
赤湯,2644
赤瀬,0
赤目口,1258
赤碕,640
赤羽,194498
赤羽岩淵,100337
赤羽橋,42784
赤迫,4500
赤野,32
赤間,17316
越ノ潟,33
越ヶ浜,22
越中三郷,522
越中中島,381
越中中川,2662
越中中村,8
越中八尾,1982
越中国分,586
越中大門,2062
越中宮崎,166
越中山田,132
越中島,11470
越中泉,68
越中舟橋,603
越中荏原,2028
越前下山,2
越前大宮,14
越前大野,460
越前富田,12
越前島橋,85
越前新保,474
越前東郷,144
越前武生,459
越前田野,4
越前竹原,90
越前花堂,920
越前薬師,6
越前野中,45
越前開発,439
越前高田,16
越後下関,172
越後中里,0
越後堀之内,778
越後大島,0
越後寒川,0
越後岩塚,0
越後岩沢,0
越後川口,366
越後広瀬,0
越後広田,0
越後早川,0
越後曽根,1742
越後水沢,0
越後湯沢,6208
越後滝谷,0
越後片貝,0
越後田中,0
越後田沢,0
越後石山,4044
越後赤塚,0
越後金丸,0
越後須原,0
越後鹿渡,0
越戸,898
越水,0
越河,0
越生,3666
越谷,50714
越谷レイクタウン,56844
越部,577
足ヶ瀬,0
足利,6628
足利市,6010
足守,1272
足尾,47
足柄,3893
足滝,0
足立,8
足立小台,3875
足羽,14
足羽山公園口,10
踊場,19146
蹴上,11819
身延,547
車折神社,2534
車道,14560
軍畑,0
軽井沢,8026
輪西,0
轟,80
辛島町,5874
辛皮,5
辰巳,30603
辰野,1152
農学部前,716
辺川,22
辻,344
辻堂,118850
近川,0
近文,0
近永,342
近江中庄,248
近江今津,3978
近江八幡,35468
近江塩津,414
近江神宮前,1246
近江舞子,1508
近江長岡,1659
近江高島,1644
近津,0
近田,454
近義の里,231
近鉄下田,5194
近鉄丹波橋,46900
近鉄八尾,37867
近鉄八田,3926
近鉄名古屋,106217
近鉄四日市,45116
近鉄奈良,55330
近鉄宮津,422
近鉄富田,22005
近鉄弥富,11423
近鉄御所,3194
近鉄新庄,2600
近鉄日本橋,50224
近鉄蟹江,11424
近鉄郡山,17558
近鉄長島,2963
迫川,414
追分,3306
追分口,84
追浜,42286
追良瀬,0
逆井,14131
逆瀬川,24500
逗子,58532
逗子・葉山,25136
通洞,47
通津,1062
通町筋,7073
通谷,1677
速星,2406
造田,484
逢妻,4963
逢隈,0
連坊,7626
逸見,5299
遊佐,338
運動公園,68
運動公園前,854
運河,21875
道ノ尾,2264
道上,1416
道場,1822
道場南口,2780
道川,0
道後公園,715
道後山,0
道後温泉,3079
道徳,5835
道成寺,160
道明寺,6643
道法寺,282
遠州小松,2082
遠州小林,2667
遠州岩水寺,823
遠州森,660
遠州病院,2006
遠州芝本,1408
遠州西ヶ崎,1790
遠江一宮,135
遠浅,0
遠矢,0
遠賀川,5044
遠賀野,431
遠軽,370
遠野,660
遥堪,43
邑久,3680
那加,2554
那古船形,0
那岐,56
那智,54
那珂湊,712
那良口,0
那覇空港,14008
那須塩原,10662
郡上八幡,256
郡上大和,26
郡中,1032
郡中港,1017
郡元,6863
郡家,2002
郡山,36018
郡山富田,0
郡津,5703
郵便局前,548
郷原,0
郷戸,0
郷沢,0
都住,196
都城,2172
都島,34896
都庁前,51967
都府楼前,7163
都府楼南,2336
都田,77
都留市,482
都留文科大学前,1891
都立大学,49045
都立家政,19236
都筑,100
都筑ふれあいの丘,22282
都賀,42150
都農,688
都通,910
都野津,362
都電雑司ヶ谷,1067
酒々井,7346
酒折,4398
酒殿,1346
酒田,2318
醍醐,12849
醒ヶ井,717
里,55
里庄,2614
里白石,0
里見,55
重原,1862
重安,10
重富,986
重岡,0
野々口,268
野々市,4000
野々市工大前,513
野上,620
野上原,0
野並,13528
野中,152
野内,1064
野尻,142
野島公園,2882
野崎,22148
野州大塚,513
野州山辺,895
野州平川,1009
野幌,12806
野志,9
野方,25560
野木,9394
野木沢,0
野江,11619
野江内代,10910
野沢,266
野洲,30626
野田,33183
野田城,804
野田市,9932
野田新町,5305
野田玉川,16
野田生,0
野田郷,337
野田阪神,27287
野町,1662
野矢,0
野芥,8332
野花南,0
野蒜,394
野跡,2100
野辺地,2074
野辺山,306
野里,3910
野間,641
野馳,52
金ヶ崎,1168
金上,183
金丸,220
金井山,0
金光,4480
金剛,32863
金城ふ頭,8300
金塚,0
金子,4252
金屋,1225
金山,172387
金島,611
金川,1632
金手,125
金指,711
金木,216
金橋,1198
金武,55
金比羅前,62
金沢,45640
金沢八景,59588
金沢文庫,69940
金浜,0
金浦,380
金田,801
金田一温泉,205
金町,103414
金石原,0
金華,0
金蔵寺,548
金谷,3869
金谷川,5772
金谷沢,0
金野,1
釜ノ鼻,51
釜ヶ淵,246
釜戸,541
釜淵,0
釜石,466
釜谷,10
針中野,9275
釧路,1954
釧路湿原,0
鈴木町,11229
鈴蘭台,14993
鈴蘭台西口,2411
鈴鹿,574
鈴鹿サーキット稲生,237
鈴鹿市,3503
鉄砲町,738
鉄道博物館,10299
鉢形,967
銀山,0
銀山町,3878
銀座,257440
銀座一丁目,39562
銀水,1244
銚子,6702
銚子口,0
銭函,3634
銭座町,900
錦,1678
錦岡,0
錦江,1004
錦町,125
錦糸町,211338
鍋倉,10
鍋原,4
鍋島,1130
鍼灸大学前,784
鎌ヶ谷,22828
鎌ヶ谷大仏,14615
鎌倉,89676
鎌倉高校前,4378
鎌取,41514
鎌手,36
鎌瀬,0
鎌田,1098
鎧,18
鏡川橋,880
鏡石,1748
鐘ヶ淵,12839
鐘釣,900
鑓見内,0
長,30
長万部,308
長与,3834
長久手古戦場,6809
長井,246
長原,16083
長和,0
長坂,0
長堀橋,52124
長太ノ浦,1244
長尾,22888
長居,33709
長屋,27
長山,408
長岡,23648
長岡京,41042
長岡天神,25071
長峰,0
長島,1140
長島ダム,35
長崎,19398
長崎大学,3600
長崎駅前,7200
長府,3430
長後,34294
長柄,1114
長森,1632
長楽寺,2973
長江,49
長池,2422
長沢,0
長沼,4034
長泉なめり,1956
長津田,140869
長洲,1438
長浜,8782
長浦,12242
長滝,1884
長瀞,1311
長瀬,30889
長田,23207
長町,19026
長町一丁目,8408
長町南,23478
長篠城,94
長者ヶ浜潮騒はまなす公園前,62
長者原,8136
長者町,682
長船,2306
長苗代,0
長谷,9276
長谷寺,1226
長谷野,70
長部,0
長都,0
長里,0
長野,41724
長野原草津口,1524
長門三隅,84
長門二見,32
長門古市,226
長門大井,34
長門峡,24
長門市,746
長門本山,36
長門湯本,36
長門粟野,24
長門長沢,18
長陽,0
長鳥,0
門出,0
門前仲町,117845
門司,12526
門司港,10346
門島,11
門川,790
門戸厄神,20452
門松,2764
門沢橋,0
門田,2
門田屋敷,596
門真南,11360
門真市,24766
門静,0
開,658
開成,12350
開明,1732
開発,306
開聞,0
閑蔵,53
間々田,8668
間内,2773
間島,0
間藤,155
関,486
関ノ宮,22
関ケ原,1942
関下有知,150
関内,111184
関口,457
関大前,26826
関富岡,104
関屋,4122
関山,250
関川,114
関市役所前,47
関根,0
関目,12007
関目成育,6457
関目高殿,15253
関西空港,35010
関都,0
関門海峡めかり,425
阪大病院前,8226
阪東橋,21344
阪神国道,3872
防府,8584
阿下喜,583
阿久根,574
阿久比,6495
阿仁マタギ,22
阿仁前田温泉,69
阿仁合,143
阿佐ヶ谷,92178
阿倉川,4376
阿倍野,18287
阿分,0
阿南,2858
阿品,4500
阿品東,570
阿夫利神社,568
阿字ヶ浦,126
阿川,62
阿左美,573
阿曽,77
阿木,353
阿母崎,80
阿波中島,420
阿波加茂,420
阿波半田,144
阿波大宮,6
阿波大谷,90
阿波富田,988
阿波山川,732
阿波川口,52
阿波川島,852
阿波川端,146
阿波座,49053
阿波橘,160
阿波池田,1326
阿波海南,180
阿波福井,72
阿波赤石,656
阿漕,689
阿田和,296
阿知須,622
阿蘇,0
阿蘇下田城ふれあい温泉,0
阿蘇白川,1
附属中学前,2251
院内,0
院庄,130
陣原,4464
陣場,0
陶,598
陶磁資料館南,281
陸中中野,0
陸中八木,0
陸中夏井,0
陸中大橋,0
陸中大里,0
陸中宇部,46
陸中山田,476
陸中川井,0
陸中折居,0
陸中松川,0
陸中野田,349
陸中門崎,0
陸前原ノ町,8562
陸前大塚,0
陸前富山,0
陸前小泉,0
陸前小野,690
陸前山下,1888
陸前山王,0
陸前戸倉,0
陸前横山,0
陸前浜田,0
陸前港,0
陸前白沢,0
陸前矢作,0
陸前稲井,0
陸前落合,7790
陸前谷地,0
陸前豊里,206
陸前赤井,1258
陸前赤崎,6
陸前階上,0
陸前高田,0
陸前高砂,10876
陸奥岩崎,0
陸奥市川,375
陸奥柳田,0
陸奥森田,150
陸奥横浜,140
陸奥沢辺,0
陸奥湊,268
陸奥白浜,0
陸奥赤石,0
陸奥鶴田,394
陽羽里,42
隅田,430
隈之城,748
階上,0
隼,46
隼人,3280
雀宮,9580
雀田,274
雁ノ巣,800
雄信内,0
雑司が谷,19339
雑色,32138
雑餉隈,16089
難波,362913
雨宮,0
雨晴,160
雪が谷大塚,25644
雫石,1122
雲井,145
雲州平田,1184
雲泉寺,384
雲雀丘花屋敷,9771
電気ビル前,666
電車事業所前,1215
電鉄出雲市,1526
電鉄富山,8370
電鉄富山駅・エスタ前,2243
電鉄石田,250
電鉄魚津,609
電鉄黒部,744
霊丘公園体育館,90
霞ヶ丘,2326
霞ヶ浦,3680
霞ヶ関,151977
霧島温泉,0
霧島神宮,0
青井,13100
青井岳,0
青倉,134
青函トンネル記念館,117
青原,22
青堀,3040
青塚,3534
青山,7889
青山一丁目,116962
青山町,1808
青島,0
青木,15352
青柳,0
青柳町,163
青梅,12994
青梅街道,8367
青森,10794
青沼,0
青海,11884
青海川,0
青物横丁,43796
青砥,51039
青笹,0
青葉,0
青葉台,110999
青葉山,8946
青葉通一番町,15174
青谷,976
青部,11
青郷,204
青野ヶ原,316
青野山,6
静,0
静修学園前,1463
静内,370
静和,1352
静岡,118793
静狩,0
静間,60
面影橋,822
面白山高原,0
鞍手,1352
鞍馬,896
鞍馬口,10197
韓々坂,229
韮山,2926
韮崎,5356
韮川,2338
音別,74
音威子府,48
音沢,73
音羽町,1693
須ヶ口,7544
須佐,118
須原,106
須坂,5931
須屋,439
須崎,668
須恵,1388
須恵中央,2786
須波,160
須津,163
須磨,23294
須磨寺,1844
須磨浦公園,916
須磨海浜公園,13176
須賀,1041
須賀川,4588
領石通,438
頴娃,0
頴娃大川,0
頸城大野,26
額住宅前,321
額田,3490
顔戸,179
風合瀬,0
風早,410
風祭,1744
風連,0
飛田給,28284
飛騨一ノ宮,74
飛騨古川,714
飛騨国府,36
飛騨宮田,53
飛騨小坂,136
飛騨細江,36
飛騨萩原,774
飛騨金山,354
飛鳥,2112
飛鳥山,993
飫肥,744
飯井,12
飯倉,0
飯坂温泉,1010
飯塚,2252
飯山,1998
飯山満,19900
飯岡,1460
飯島,509
飯森,0
飯沼,22
飯浦,6
飯田,1654
飯田岡,1768
飯田橋,194569
飯給,4
飯羽間,41
飯能,32929
飯詰,266
飾磨,7752
餅原,0
養父,146
養老,360
養老渓谷,144
養鱒公園,18
餘部,90
館山,3312
館林,11046
館田,79
館腰,4700
首里,6715
香久山,380
香住,754
香取,0
香呂,3136
香川,10930
香我美,78
香春,0
香春口三萩野,5420
香椎,25596
香椎宮前,2436
香椎神宮,2040
香椎花園前,3340
香櫨園,11201
香淀,0
香登,580
香芝,3164
香西,1134
香里園,49740
馬下,0
馬出九大病院前,12735
馬喰横山,118024
馬喰町,52384
馬堀,9344
馬堀海岸,9045
馬場崎町,464
馬庭,394
馬替,262
馬来田,402
馬橋,51560
馬流,0
馬田,110
馬立,198
馬路,20
馬車道,41627
馬込,29491
馬込沢,26529
馬道,813
駄科,302
駅前,6811
駅前大通,412
駅家,1452
駒ヶ岳,0
駒ヶ嶺,0
駒ヶ林,2626
駒ヶ根,949
駒ヶ谷,1417
駒場東大前,37851
駒場車庫前,238
駒川中野,17631
駒形,5996
駒沢大学,80468
駒込,99082
駒野,952
駒鳴,0
駿河小山,774
駿河徳山,85
騎射場,1732
騰波ノ江,67
驫木,0
高,2
高の原,34836
高ノ宮,24
高久,0
高井戸,44197
高井田,17726
高井田中央,13052
高儀,136
高光,2
高円寺,103526
高原,0
高取,2865
高坂,24438
高城,3436
高城町,2866
高塚,5993
高子,115
高安,11202
高安山,42
高宮,21252
高尾,57742
高尾山,3295
高尾山口,10431
高尾野,138
高屋,0
高山,2816
高岡,19858
高岡やぶなみ,798
高岡駅,593
高岩,68
高岳,18774
高島,7102
高島平,30651
高島町,10680
高崎,64338
高崎商科大学前,224
高崎問屋町,7662
高崎新田,0
高師,2958
高師浜,1697
高幡不動,58426
高座渋谷,25520
高擶,0
高月,1452
高木,528
高松,25952
高松町,102
高松築港,13128
高柳,14701
高根公団,15344
高根木戸,8370
高森,153
高槻,129758
高槻市,57928
高横須賀,3083
高橋,0
高水,378
高津,32388
高浜,2310
高浜港,2596
高清水,0
高滝,21
高瀬,1248
高田,16305
高田の鉄橋,100
高田市,7407
高田本山,1851
高田橋,890
高田病院,0
高田馬場,423374
高田高校前,0
高畑,22258
高畠,1688
高知,10140
高知商業前,1036
高知城前,801
高知橋,387
高知駅前,1577
高石,10173
高砂,5578
高砂町,316
高科,5
高茶屋,1101
高萩,5550
高蔵寺,51935
高見ノ里,6619
高見橋,841
高見馬場,3286
高角,707
高輪ゲートウェイ,0
高輪台,14863
高速神戸,26788
高速長田,15975
高遠原,43
高野,6295
高野下,86
高野口,1166
高野山,2010
高野川,58
高鍋,1576
高須,3023
高須神社,510
高鷲,6647
高麗,2597
高麗川,9160
鬼塚,0
鬼子母神前,2564
鬼怒川公園,249
鬼怒川温泉,2731
鬼瀬,0
鬼無,1300
鬼越,5811
魚住,23080
魚崎,30120
魚市場通,538
魚沼丘陵,126
魚沼中条,0
魚沼田中,0
魚津,4016
鮎喰,422
鮎川,48
鮎貝,51
鮫,576
鮫洲,11313
鯉川,0
鯖江,4626
鯖瀬,4
鯖石,35
鯨波,0
鯰田,722
鰍沢口,214
鰭ヶ崎,1151
鰺ヶ沢,576
鱒沢,0
鱒浦,0
鳥ノ木,362
鳥取,10370
鳥取ノ荘,3434
鳥取大学前,3858
鳥居,70
鳥居前,682
鳥居本,100
鳥形,0
鳥栖,14262
鳥沢,0
鳥浜,6810
鳥羽,3741
鳥羽中,93
鳥羽街道,3006
鳩ノ巣,0
鳩ヶ谷,23700
鳳,38192
鳴子北,10262
鳴子御殿湯,106
鳴子温泉,432
鳴尾・武庫川女子大前,24746
鳴沢,0
鳴海,19299
鳴滝,950
鳴石,74
鳴谷,50
鳴門,1508
鴨宮,25176
鴨居,79370
鴨島,1790
鴨川,698
鴨方,5968
鴨池,817
鴨部,418
鴫野,22124
鴬の森,1056
鴻巣,39300
鴻池新田,27168
鴻野山,0
鵜の木,19820
鵜住居,124
鵜原,0
鵜方,2012
鵜杉,0
鵜殿,222
鵜沼,2730
鵜沼宿,1009
鵜苫,0
鵜飼,662
鵠沼,4278
鵠沼海岸,19859
鵡川,0
鵯越,847
鶯巣,4
鶯谷,52296
鶯野,0
鶴ヶ丘,8908
鶴ヶ坂,0
鶴ヶ峰,57070
鶴ヶ島,33139
鶴丸,0
鶴原,3369
鶴居,426
鶴岡,2406
鶴崎,3842
鶴川,68992
鶴巻温泉,14963
鶴形,0
鶴来,1052
鶴橋,195904
鶴沼,0
鶴泊,0
鶴瀬,50210
鶴田,2972
鶴羽,158
鶴舞,41101
鶴見,162112
鶴見小野,0
鶴見市場,21572
鶴見緑地,10635
鶴里,6334
鶴間,30356
鷲ノ巣,0
鷲別,0
鷲塚針原,277
鷲宮,6723
鷲津,6780
鷹の台,25914
鷹ノ子,1072
鷹ノ巣,1162
鷹取,16184
鷹島口,63
鷹巣,433
鷹狩,86
鷹野橋,2815
鷺ノ宮,33147
鷺沼,63155
鹿ノ谷,0
鹿児,727
鹿児島,3200
鹿児島中央,40542
鹿児島中央駅前,5474
鹿児島駅前,978
鹿又,0
鹿妻,0
鹿家,0
鹿島,0
鹿島サッカースタジアム,824
鹿島台,3240
鹿島大野,234
鹿島旭,409
鹿島灘,195
鹿島田,38322
鹿島神宮,1978
鹿折唐桑,0
鹿沼,4212
鹿渡,270
鹿瀬,0
鹿王院,1199
鹿角花輪,400
鹿討,0
鹿賀,0
鹿部,0
麹町,65607
麻布十番,49267
麻植塚,184
麻生,40484
麻生田,268
黄檗,7296
黄波戸,24
黄金,2409
黄金町,22987
黒井,922
黒井村,476
黒坂,46
黒姫,545
黒子,168
黒山,0
黒岩,0
黒崎,30152
黒崎駅前,7865
黒川,29148
黒松,8548
黒松内,0
黒江,5054
黒沢,4
黒田,2287
黒田原,924
黒田庄,64
黒石,761
黒磯,4674
黒笹,3311
黒薙,100
黒部,2674
黒部ダム,0
黒部宇奈月温泉,1716
黒部平,3142
黒部湖,3142
黒髪町,622
鼎,1298
鼓ヶ浦,1252
鼓滝,5413
鼠ヶ関,0
龍ケ崎市,25648
龍安寺,1170
龍岡城,0
龍王峡,100
龍谷大前深草,8844
龍谷富山高校前（永楽町）,0
ＪＲ松山駅前,3961
